pirate_squid_ink_screen_a_0001.png	0.522461236	0.532858551
pirate_squid_ink_screen_a_0002.png	0.565328	0.532777548
pirate_squid_ink_screen_a_0003.png	0.575764954	0.5405604
pirate_squid_ink_screen_a_0004.png	0.57941854	0.572930038
pirate_squid_ink_screen_a_0005.png	0.5682873	0.756235
pirate_squid_ink_screen_a_0006.png	0.5596197	0.8155905
pirate_squid_ink_screen_a_0007.png	0.5554624	0.863820434
pirate_squid_ink_screen_a_0008.png	0.497481048	0.917043865
pirate_squid_ink_screen_a_0009.png	0.452307522	0.942241848
pirate_squid_ink_screen_a_0010.png	0.415229231	0.9886268
pirate_squid_ink_screen_a_0011.png	0.385829836	1.0100286
pirate_squid_ink_screen_a_0012.png	0.376756221	1.08334744
pirate_squid_ink_screen_a_0013.png	0.370829046	1.09568417
pirate_squid_ink_screen_a_0014.png	0.3508681	1.10938191
pirate_squid_ink_screen_a_0015.png	0.354319453	1.12342644
pirate_squid_ink_screen_a_0016.png	0.344866484	1.39328194
pirate_squid_ink_screen_b_0001.png	0.5054172	0.509167433
pirate_squid_ink_screen_b_0002.png	0.526728749	0.5663007
pirate_squid_ink_screen_b_0003.png	0.528698444	0.557059765
pirate_squid_ink_screen_b_0004.png	0.5270617	0.5794774
pirate_squid_ink_screen_b_0005.png	0.5116729	0.657599866
pirate_squid_ink_screen_b_0006.png	0.490595639	0.732046
pirate_squid_ink_screen_b_0007.png	0.466987878	0.809950233
pirate_squid_ink_screen_b_0008.png	0.4596161	0.8844175
pirate_squid_ink_screen_b_0009.png	0.463936329	0.9132577
pirate_squid_ink_screen_b_0010.png	0.512593269	0.9716481
pirate_squid_ink_screen_b_0011.png	0.512430966	1.00466537
pirate_squid_ink_screen_b_0012.png	0.5099773	1.02850664
pirate_squid_ink_screen_b_0013.png	0.491712332	1.05406237
pirate_squid_ink_screen_b_0014.png	0.484209	1.09982967
pirate_squid_ink_screen_b_0015.png	0.48392725	1.32893276
pirate_squid_ink_screen_b_0016.png	0.419985354	1.75168645
pirate_squid_ink_screen_b_0017.png	0.411945283	1.73044252
pirate_squid_ink_screen_b_0018.png	0.4143896	1.75089872
pirate_squid_ink_screen_b_0019.png	0.4175665	1.75321829
pirate_squid_ink_screen_b_0020.png	0.417682379	2.07578278
pirate_squid_ink_screen_c_0001.png	0.3451874	0.616224766
pirate_squid_ink_screen_c_0002.png	0.490581185	0.505033433
pirate_squid_ink_screen_c_0003.png	0.4957377	0.492432058
pirate_squid_ink_screen_c_0004.png	0.490936875	0.507551849
pirate_squid_ink_screen_c_0005.png	0.480956763	0.5765092
pirate_squid_ink_screen_c_0006.png	0.4639297	0.727563143
pirate_squid_ink_screen_c_0007.png	0.446888238	0.810066462
pirate_squid_ink_screen_c_0008.png	0.456055135	0.8760865
pirate_squid_ink_screen_c_0009.png	0.450001061	0.915291846
pirate_squid_ink_screen_c_0010.png	0.456112057	0.937950969
pirate_squid_ink_screen_c_0011.png	0.457915217	0.9669208
pirate_squid_ink_screen_c_0012.png	0.4554923	1.01696193
pirate_squid_ink_screen_c_0013.png	0.4517163	1.12141931
pirate_squid_ink_screen_c_0014.png	0.457957	1.12295282
pirate_squid_ink_screen_c_0015.png	0.484873027	1.97130084
pirate_squid_ink_screen_c_0016.png	0.481501222	1.98575616
pirate_squid_ink_screen_d_0001.png	0.3925878	0.788396657
pirate_squid_ink_screen_d_0002.png	0.4138246	0.4912024
pirate_squid_ink_screen_d_0003.png	0.430656552	0.496266335
pirate_squid_ink_screen_d_0004.png	0.428299069	0.5005135
pirate_squid_ink_screen_d_0005.png	0.408848971	0.619097233
pirate_squid_ink_screen_d_0006.png	0.392530322	0.67091316
pirate_squid_ink_screen_d_0007.png	0.389282167	0.721335769
pirate_squid_ink_screen_d_0008.png	0.441667438	0.9795948
pirate_squid_ink_screen_d_0009.png	0.6373387	1.32996058
pirate_squid_ink_screen_e_0001.png	0.4912046	0.446040064
pirate_squid_ink_screen_e_0002.png	0.456278324	0.466303647
pirate_squid_ink_screen_e_0003.png	0.455782622	0.451843917
pirate_squid_ink_screen_e_0004.png	0.454513937	0.4504026
pirate_squid_ink_screen_e_0005.png	0.438313246	0.5132412
pirate_squid_ink_screen_e_0006.png	0.429174483	0.5526768
pirate_squid_ink_screen_e_0007.png	0.428521246	0.5697556
pirate_squid_ink_screen_e_0008.png	0.417373449	0.6063853
pirate_squid_ink_screen_e_0009.png	0.387170672	0.6166554
pirate_squid_ink_screen_e_0010.png	0.7199392	0.7476971
